,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
1140,BYU,2019-05-30,2021-04-13,684,Thursday,555611,GDB,40683,499998,62972,0.08136632546530186,1.5478701177395964,0.1259445037780151,30-45,M,pmontgomery,michael16@hotmail.com,Karen Wade,F,90
1141,GRZ,2019-04-08,2020-08-30,510,Monday,370962,USD,38895,500000,240741,0.07779,6.1895102198225995,0.481482,30-40,M,pmontgomery,michael16@hotmail.com,Karen Wade,F,90
1142,KTR,2018-09-02,2018-08-12,-21,Sunday,502209,GDB,68414,499996,398767,0.13682909463275705,5.828733884877364,0.7975403803230425,35-50,F,pmontgomery,michael16@hotmail.com,Karen Wade,F,90
1143,AKX,2018-07-13,2019-02-26,228,Friday,135739,USD,45147,500000,76918,0.090294,1.7037233924734756,0.153836,20-40,F,pmontgomery,michael16@hotmail.com,Karen Wade,F,90
1144,KTR,2017-12-25,2019-06-14,536,Monday,366069,GDB,29253,499999,102756,0.05850611701223402,3.5126653676545994,0.20551241102482204,25-45,F,pmontgomery,michael16@hotmail.com,Karen Wade,F,90
1145,AKX,2018-07-26,2020-03-20,603,Thursday,340148,USD,49377,499996,72237,0.0987547900383203,1.4629685886141321,0.1444751558012464,25-35,F,allencharles,ikelly@guzman-smith.com,Colleen Armstrong,F,30
1146,BYU,2018-02-26,2018-07-21,145,Monday,628415,GDB,64941,499999,83552,0.12988225976451953,1.2865832062949447,0.1671043342086684,40-50,F,allencharles,ikelly@guzman-smith.com,Colleen Armstrong,F,30
1147,KTR,2019-05-13,2019-08-14,93,Monday,971919,GDB,28208,499997,363149,0.05641633849803099,12.873971922858763,0.7263023578141469,25-40,F,allencharles,ikelly@guzman-smith.com,Colleen Armstrong,F,30
1148,BYU,2018-05-21,2020-01-23,612,Monday,598453,EUR,25170,499995,324599,0.05034050340503405,12.896265395311879,0.6492044920449205,20-35,M,natasha76,njackson@yahoo.com,Dawn Taylor,F,39
1149,BYU,2019-10-22,2020-03-06,136,Tuesday,682433,EUR,21015,500003,264597,0.04202974782151307,12.590863668807994,0.5291908248550509,40-60,M,natasha76,njackson@yahoo.com,Dawn Taylor,F,39
1150,AKX,2019-09-23,2020-10-08,381,Monday,140492,USD,23751,500001,22573,0.04750190499619001,0.9504020883331228,0.04514590970818058,30-40,F,natasha76,njackson@yahoo.com,Dawn Taylor,F,39
1151,BYU,2018-09-29,2018-12-26,88,Saturday,961994,GDB,13288,500000,815589,0.026576,61.3778597230584,1.631178,40-50,M,natasha76,njackson@yahoo.com,Dawn Taylor,F,39
1152,GRZ,2019-02-09,2021-06-06,848,Saturday,149883,USD,34798,499999,65465,0.06959613919227839,1.881286280820737,0.13093026186052373,25-45,F,mbuck,yknapp@garza-martin.com,Brenda James,F,20
1153,KTR,2018-03-08,2019-05-18,436,Thursday,707676,EUR,20583,499997,516419,0.04116624699748198,25.08958849536025,1.0328441970651825,35-40,F,mbuck,yknapp@garza-martin.com,Brenda James,F,20
1154,BYU,2018-02-08,2020-05-06,818,Thursday,274368,EUR,55962,500000,127439,0.111924,2.2772416997248133,0.254878,30-40,M,vstevenson,thorntongary@gmail.com,Lindsay Griffith,F,40
1155,BYU,2018-09-19,2019-09-20,366,Wednesday,431166,EUR,9580,499998,429976,0.019160076640306563,44.88267223382046,0.8599554398217593,20-25,M,vstevenson,thorntongary@gmail.com,Lindsay Griffith,F,40
1156,AKX,2018-03-19,2019-05-16,423,Monday,773715,GDB,63005,500002,110504,0.12600949596201616,1.7538925482104595,0.2210071159715361,25-30,F,vstevenson,thorntongary@gmail.com,Lindsay Griffith,F,40
1157,BYU,2019-06-04,2021-01-30,606,Tuesday,499687,EUR,37782,499994,377724,0.07556490677888135,9.997459107511514,0.7554570654847859,40-60,M,vstevenson,thorntongary@gmail.com,Lindsay Griffith,F,40
1158,AKX,2018-07-23,2019-06-10,322,Monday,444457,USD,36641,500001,125012,0.07328185343629312,3.4118064463306133,0.2500234999530001,25-35,M,vstevenson,thorntongary@gmail.com,Lindsay Griffith,F,40
1159,GRZ,2018-03-05,2019-10-28,602,Monday,41418,EUR,59944,499997,13768,0.119888719332316,0.2296810356332577,0.0275361652169913,25-40,F,chenjorge,tvargas@gmail.com,Mark Clark,M,75
1160,BYU,2018-04-25,2019-01-14,264,Wednesday,524209,USD,10385,500001,170520,0.02076995846008308,16.419836302359172,0.34103931792136416,40-60,M,chenjorge,tvargas@gmail.com,Mark Clark,M,75
1161,BYU,2019-05-07,2021-06-16,771,Tuesday,370478,GDB,13462,499998,216070,0.026924107696430787,16.050363987520427,0.43214172856691424,20-40,M,chenjorge,tvargas@gmail.com,Mark Clark,M,75
1162,AKX,2018-03-17,2018-05-23,67,Saturday,494115,USD,53859,499999,489344,0.10771821543643087,9.085649566460573,0.9786899573799147,35-50,M,xflores,jrobertson@ross-hess.com,Sarah Miller,F,42
1163,AKX,2018-10-07,2018-08-18,-50,Sunday,347865,GDB,71082,500000,262884,0.142164,3.698320249852283,0.525768,25-45,M,xflores,jrobertson@ross-hess.com,Sarah Miller,F,42
1164,AKX,2017-12-30,2018-09-20,264,Saturday,946853,GDB,54663,500000,373835,0.109326,6.838903828915354,0.74767,25-40,F,xflores,jrobertson@ross-hess.com,Sarah Miller,F,42
1165,KTR,2019-01-08,2020-05-13,491,Tuesday,991070,GDB,6364,500001,633217,0.012727974544050911,99.49984286612194,1.2664314671370658,35-45,F,xflores,jrobertson@ross-hess.com,Sarah Miller,F,42
1166,KTR,2018-04-04,2018-10-20,199,Wednesday,747208,USD,8805,500003,634682,0.017609894340633956,72.08199886428166,1.2693563838616968,45-50,M,laura98,david16@clark.com,Jennifer Davenport,F,20
1167,GRZ,2018-04-29,2019-07-30,457,Sunday,880317,GDB,18477,499999,694256,0.03695407390814782,37.57406505385073,1.388514777029554,20-25,F,laura98,david16@clark.com,Jennifer Davenport,F,20
1168,BYU,2019-07-20,2020-09-23,431,Saturday,431307,EUR,42516,500002,15974,0.0850316598733605,0.3757173769874871,0.03194787220851117,30-40,M,laura98,david16@clark.com,Jennifer Davenport,F,20
1169,KTR,2019-05-17,2019-07-21,65,Friday,857803,GDB,34906,499997,203013,0.06981241887451324,5.815991520082507,0.406028436170617,40-45,M,laura98,david16@clark.com,Jennifer Davenport,F,20
1170,GRZ,2017-08-12,2019-08-31,749,Saturday,160199,EUR,58811,499998,73155,0.11762247048988196,1.2438999506894968,0.14631058524234097,40-60,F,laura98,david16@clark.com,Jennifer Davenport,F,20
1171,BYU,2018-02-19,2019-03-19,393,Monday,852254,USD,77076,500001,24415,0.1541516916966166,0.3167652706419638,0.04882990234019532,30-40,F,laura98,david16@clark.com,Jennifer Davenport,F,20
1172,GRZ,2019-09-15,2021-10-04,750,Sunday,76517,GDB,60010,500000,29872,0.12002,0.49778370271621397,0.059744,40-50,M,laura98,david16@clark.com,Jennifer Davenport,F,20
1173,GRZ,2019-09-20,2021-05-24,612,Friday,601442,GDB,35787,500000,525979,0.071574,14.697487914605862,1.051958,30-40,F,laura98,david16@clark.com,Jennifer Davenport,F,20
1174,KTR,2019-07-27,2021-12-06,863,Saturday,671503,USD,9670,499997,274814,0.019340116040696242,28.41923474663909,0.5496312977877867,25-45,M,bwalker,traviscarson@yahoo.com,Brittany Craig,F,51
1175,AKX,2018-02-02,2018-05-16,103,Friday,563744,USD,26321,500000,545639,0.052642,20.730177424869876,1.091278,40-45,F,bwalker,traviscarson@yahoo.com,Brittany Craig,F,51
1176,GRZ,2019-10-02,2020-04-03,184,Wednesday,385556,GDB,71702,499995,176844,0.14340543405434053,2.4663747175810995,0.35369153691536914,40-50,M,bwalker,traviscarson@yahoo.com,Brittany Craig,F,51
1177,GRZ,2019-01-04,2019-06-28,175,Friday,324676,EUR,73702,499995,31386,0.14740547405474055,0.42585004477490435,0.06277262772627726,40-45,F,bwalker,traviscarson@yahoo.com,Brittany Craig,F,51
1178,AKX,2018-06-11,2020-01-31,599,Monday,70060,USD,12571,499999,3366,0.02514205028410057,0.26775912815209607,0.006732013464026928,20-25,F,hpruitt,lroberts@gmail.com,Barbara Dixon,F,64
1179,GRZ,2018-08-04,2019-12-20,503,Saturday,107640,GDB,70909,499999,19441,0.14181828363656726,0.2741683002157695,0.03888207776415553,30-40,M,hpruitt,lroberts@gmail.com,Barbara Dixon,F,64
1180,AKX,2019-07-26,2020-12-13,506,Friday,885136,EUR,13278,500003,566446,0.02655584066495601,42.6604910378069,1.132885202688784,30-35,F,hpruitt,lroberts@gmail.com,Barbara Dixon,F,64
1181,GRZ,2018-10-18,2018-11-20,33,Thursday,102569,USD,46337,499998,2126,0.09267437069748279,0.045881261195157216,0.004252017008068033,35-40,F,hpruitt,lroberts@gmail.com,Barbara Dixon,F,64
1182,AKX,2018-06-16,2018-08-30,75,Saturday,719683,GDB,12159,499997,95087,0.024318145908875453,7.820297721852126,0.1901751410508463,40-60,M,hpruitt,lroberts@gmail.com,Barbara Dixon,F,64
1183,BYU,2017-11-26,2018-04-21,146,Sunday,213596,EUR,16041,500002,60376,0.03208187167251331,3.763855121251792,0.12075151699393202,20-40,M,hpruitt,lroberts@gmail.com,Barbara Dixon,F,64
1184,KTR,2017-12-13,2018-05-03,141,Wednesday,527624,GDB,23546,499997,435569,0.047092282553695325,18.498640958124522,0.8711432268593612,25-35,F,hpruitt,lroberts@gmail.com,Barbara Dixon,F,64
1185,AKX,2019-07-24,2020-10-22,456,Wednesday,718858,USD,25174,500000,610490,0.050348,24.250814332247558,1.22098,40-55,M,scottmora,elizabethkirby@yahoo.com,David Alvarez,M,30
1186,KTR,2019-09-04,2020-08-03,334,Wednesday,254269,GDB,37551,500003,8521,0.07510154939070365,0.22691805810764026,0.01704189774861351,40-55,F,scottmora,elizabethkirby@yahoo.com,David Alvarez,M,30
1187,KTR,2018-11-28,2019-12-02,369,Wednesday,684550,USD,25860,500002,173622,0.051719793120827515,6.7139211136890955,0.3472426110295559,25-40,M,scottmora,elizabethkirby@yahoo.com,David Alvarez,M,30
1188,AKX,2019-08-16,2021-12-06,843,Friday,955408,USD,34768,499997,661311,0.06953641721850332,19.02067993557294,1.3226299357796147,30-40,M,scottmora,elizabethkirby@yahoo.com,David Alvarez,M,30
1189,KTR,2018-01-23,2018-02-06,14,Tuesday,120675,USD,21562,500000,64624,0.043124,2.997124571004545,0.129248,40-60,M,lanejoseph,christine50@gibson.biz,Angela Holt,F,86
1190,GRZ,2018-10-12,2019-03-20,159,Friday,191762,USD,55434,499999,143601,0.11086822173644348,2.5904859833315292,0.2872025744051488,35-45,F,lanejoseph,christine50@gibson.biz,Angela Holt,F,86
1191,AKX,2019-11-03,2020-01-30,88,Sunday,41153,EUR,14042,499997,6980,0.02808416850501103,0.49708018800740633,0.013960083760502564,25-35,M,lanejoseph,christine50@gibson.biz,Angela Holt,F,86
1192,AKX,2019-06-03,2019-03-24,-71,Monday,180481,GDB,44006,500000,6415,0.088012,0.1457755760578103,0.01283,35-55,F,lanejoseph,christine50@gibson.biz,Angela Holt,F,86
1193,BYU,2018-06-20,2018-11-09,142,Wednesday,427193,EUR,33667,499999,52497,0.06733413466826933,1.5593013930555144,0.10499420998841998,20-40,M,lanejoseph,christine50@gibson.biz,Angela Holt,F,86
1194,KTR,2018-09-05,2018-12-15,101,Wednesday,186483,USD,20522,499996,62125,0.04104432835462684,3.027239060520417,0.12425099400795206,35-45,F,lanejoseph,christine50@gibson.biz,Angela Holt,F,86
1195,BYU,2018-05-06,2018-10-09,156,Sunday,930065,GDB,24942,500002,35233,0.04988380046479814,1.4125972255633068,0.07046571813712744,35-50,M,jasonreed,ryanmichael@hotmail.com,Suzanne Stewart,F,57
1196,BYU,2019-09-18,2021-08-13,695,Wednesday,575583,USD,50864,500000,552695,0.101728,10.86613321799308,1.10539,25-45,F,jasonreed,ryanmichael@hotmail.com,Suzanne Stewart,F,57
1197,BYU,2018-04-24,2018-06-22,59,Tuesday,895568,GDB,36640,500002,323165,0.07327970688117248,8.820005458515285,0.6463274146903413,40-50,F,jasonreed,ryanmichael@hotmail.com,Suzanne Stewart,F,57
1198,KTR,2019-03-16,2020-09-13,547,Saturday,136131,GDB,18444,499998,61822,0.03688814755259021,3.351875948818044,0.12364449457797831,30-45,M,jasonreed,ryanmichael@hotmail.com,Suzanne Stewart,F,57
1199,KTR,2018-12-05,2020-03-04,455,Wednesday,404281,GDB,12470,499998,99231,0.024940099760399043,7.957578187650361,0.1984627938511754,20-30,M,john94,littlejoseph@yahoo.com,Sheena Kim,F,69
1200,KTR,2018-03-24,2019-10-02,557,Saturday,367964,GDB,20911,500000,8838,0.041822,0.42264836688824065,0.017676,30-50,F,john94,littlejoseph@yahoo.com,Sheena Kim,F,69
1201,KTR,2018-05-25,2018-07-18,54,Friday,962436,GDB,36655,499999,260913,0.07331014662029324,7.118073932614923,0.5218270436540873,30-45,M,john94,littlejoseph@yahoo.com,Sheena Kim,F,69
1202,GRZ,2019-06-30,2021-06-04,705,Sunday,338438,USD,31157,500000,20192,0.062314,0.6480726642488045,0.040384,25-35,M,john94,littlejoseph@yahoo.com,Sheena Kim,F,69
1203,BYU,2019-05-18,2020-09-01,472,Saturday,359950,USD,29634,499998,160570,0.059268237072948295,5.418438280353648,0.32114128456513824,40-50,F,anna38,elizabeth18@hotmail.com,Terri Barber,F,64
1204,GRZ,2019-02-25,2019-07-13,138,Monday,718220,USD,41706,500000,598428,0.083412,14.348726801899007,1.196856,25-35,F,anna38,elizabeth18@hotmail.com,Terri Barber,F,64
1205,AKX,2018-12-18,2020-10-10,662,Tuesday,707828,GDB,20832,499997,456039,0.04166424998549991,21.891273041474655,0.912083472500835,20-30,F,anna38,elizabeth18@hotmail.com,Terri Barber,F,64
1206,GRZ,2019-02-22,2020-09-01,557,Friday,520184,EUR,73608,500001,457276,0.14721570556858887,6.212313878926204,0.9145501708996582,20-30,F,parkerkayla,fwaller@yahoo.com,Theresa Rogers,F,66
1207,BYU,2018-12-19,2020-05-14,512,Wednesday,636969,GDB,10959,500000,420108,0.021918,38.33451957295374,0.840216,40-50,M,parkerkayla,fwaller@yahoo.com,Theresa Rogers,F,66
1208,KTR,2017-12-20,2019-11-09,689,Wednesday,779132,USD,28124,499999,685575,0.056248112496224995,24.376866733039396,1.3711527423054846,20-35,F,parkerkayla,fwaller@yahoo.com,Theresa Rogers,F,66
1209,KTR,2019-06-21,2020-05-29,343,Friday,590219,USD,28054,500002,539888,0.056107775568897726,19.244599700577457,1.0797716809132762,20-40,F,parkerkayla,fwaller@yahoo.com,Theresa Rogers,F,66
1210,BYU,2018-05-16,2018-05-19,3,Wednesday,184353,USD,23146,499999,131438,0.046292092584185165,5.678648578588093,0.2628765257530515,20-30,M,samantha19,frank23@gmail.com,Rebecca Simmons,F,89
1211,KTR,2018-10-27,2019-12-11,410,Saturday,619196,USD,20617,500002,473317,0.04123383506465974,22.957607799388853,0.9466302134791461,25-45,M,samantha19,frank23@gmail.com,Rebecca Simmons,F,89
1212,GRZ,2019-02-24,2021-12-01,1011,Sunday,198895,EUR,89694,499998,34280,0.1793887175548702,0.38218832920819673,0.06856027424109697,40-45,F,samantha19,frank23@gmail.com,Rebecca Simmons,F,89
1213,BYU,2018-11-09,2018-12-22,43,Friday,730270,EUR,66632,499999,274675,0.13326426652853307,4.122268579661424,0.5493510987021974,25-30,M,samantha19,frank23@gmail.com,Rebecca Simmons,F,89
1214,GRZ,2019-09-18,2019-10-23,35,Wednesday,229789,GDB,17434,500001,157807,0.03486793026413947,9.051680624067913,0.31561336877326246,25-30,M,garciadarrell,william08@gmail.com,Grace Lyons,F,23
1215,BYU,2019-05-20,2020-01-15,240,Monday,231314,GDB,15500,500004,108596,0.030999752001983984,7.006193548387097,0.2171902624779002,35-50,F,garciadarrell,william08@gmail.com,Grace Lyons,F,23
1216,BYU,2019-10-13,2020-12-15,429,Sunday,129566,GDB,47834,500002,10433,0.09566761732953068,0.218108458418698,0.020865916536333854,25-35,F,garciadarrell,william08@gmail.com,Grace Lyons,F,23
1217,GRZ,2017-12-16,2019-12-03,717,Saturday,679115,EUR,30812,500000,139910,0.061624,4.540763338958847,0.27982,30-40,M,barrerarobert,jmartinez@yahoo.com,Phillip Horton,M,57
1218,KTR,2018-04-28,2019-12-20,601,Saturday,198129,GDB,26150,499997,73927,0.05230031380188281,2.827036328871893,0.14785488712932277,40-60,F,barrerarobert,jmartinez@yahoo.com,Phillip Horton,M,57
1219,GRZ,2019-08-11,2020-05-13,276,Sunday,840742,GDB,14669,499997,440243,0.029338176029056175,30.011793578294363,0.8804912829476977,25-40,M,barrerarobert,jmartinez@yahoo.com,Phillip Horton,M,57
1220,KTR,2018-09-04,2020-07-04,669,Tuesday,12492,GDB,79336,500002,873,0.15867136531453874,0.011003831803972975,0.0017459930160279359,30-50,F,barrerarobert,jmartinez@yahoo.com,Phillip Horton,M,57
1221,GRZ,2018-01-03,2019-08-08,582,Wednesday,601821,GDB,19208,500001,43392,0.03841592316815366,2.2590587255310286,0.08678382643234714,45-60,F,barrerarobert,jmartinez@yahoo.com,Phillip Horton,M,57
1222,GRZ,2018-01-10,2019-09-22,620,Wednesday,533355,USD,44281,499999,365280,0.08856217712435425,8.249136198369504,0.7305614611229222,40-45,M,barrerarobert,jmartinez@yahoo.com,Phillip Horton,M,57
1223,BYU,2019-09-14,2021-06-02,627,Saturday,41971,GDB,57724,500000,40471,0.115448,0.7011121890374887,0.080942,30-35,M,barrerarobert,jmartinez@yahoo.com,Phillip Horton,M,57
1224,KTR,2019-02-05,2020-01-26,355,Tuesday,584678,USD,18766,499998,150896,0.03753215012860051,8.0409250772674,0.3017932071728287,35-40,M,andersonmaria,zrobles@hotmail.com,Cheyenne Johnson,F,67
1225,AKX,2019-04-29,2020-12-15,596,Monday,831381,GDB,29957,500000,61278,0.059914,2.0455319290983742,0.122556,20-40,F,andersonmaria,zrobles@hotmail.com,Cheyenne Johnson,F,67
1226,BYU,2018-07-28,2020-02-26,578,Saturday,281886,USD,40039,499997,2911,0.08007848047088283,0.07270411348934788,0.005822034932209594,35-45,M,andersonmaria,zrobles@hotmail.com,Cheyenne Johnson,F,67
1227,GRZ,2019-07-11,2020-11-03,481,Thursday,237319,GDB,17429,499998,106386,0.03485813943255773,6.103964656606805,0.21277285109140437,40-60,F,billhorton,gsmith@moore-jackson.info,Jimmy Tran,M,37
1228,BYU,2018-03-25,2018-05-19,55,Sunday,996702,USD,48817,500001,809873,0.09763380473239054,16.589978900792758,1.619742760514479,20-35,F,billhorton,gsmith@moore-jackson.info,Jimmy Tran,M,37
1229,BYU,2019-09-21,2021-02-06,504,Saturday,56210,EUR,88754,500002,39037,0.17750728997084012,0.43983369763616287,0.07807368770524918,40-45,M,billhorton,gsmith@moore-jackson.info,Jimmy Tran,M,37
1230,KTR,2018-02-02,2019-11-12,648,Friday,987027,EUR,65609,500003,704017,0.13121721269672382,10.730494291941655,1.4080255518466889,30-35,M,billhorton,gsmith@moore-jackson.info,Jimmy Tran,M,37
1231,AKX,2019-03-13,2020-11-25,623,Wednesday,998936,EUR,15794,500000,309692,0.031588,19.60820564771432,0.619384,30-45,M,billhorton,gsmith@moore-jackson.info,Jimmy Tran,M,37
1232,AKX,2019-04-04,2020-02-19,321,Thursday,496747,GDB,49653,499999,254066,0.09930619861239723,5.116830805792198,0.5081330162660326,40-60,F,billhorton,gsmith@moore-jackson.info,Jimmy Tran,M,37
1233,BYU,2018-08-12,2018-12-17,127,Sunday,543635,GDB,36721,500001,5839,0.07344185311629377,0.15900983088695841,0.011677976644046711,20-25,M,timothyreese,clarkjeffrey@bennett-daniel.biz,Lisa Davila,F,31
1234,AKX,2017-12-27,2018-07-28,213,Wednesday,607457,USD,54250,500000,558750,0.1085,10.299539170506913,1.1175,30-35,F,timothyreese,clarkjeffrey@bennett-daniel.biz,Lisa Davila,F,31
1235,BYU,2018-06-22,2018-11-28,159,Friday,569964,GDB,52298,499998,75794,0.10459641838567355,1.4492714826570805,0.15158860635442542,30-50,F,timothyreese,clarkjeffrey@bennett-daniel.biz,Lisa Davila,F,31
1236,BYU,2018-07-12,2018-12-21,162,Thursday,712933,GDB,63084,500002,554847,0.12616749533001867,8.795368080654365,1.109689561241755,40-50,F,timothyreese,clarkjeffrey@bennett-daniel.biz,Lisa Davila,F,31
1237,GRZ,2019-08-15,2019-09-12,28,Thursday,498041,USD,47171,499996,290527,0.09434275474203793,6.1590171927667425,0.5810586484691878,20-40,F,timothyreese,clarkjeffrey@bennett-daniel.biz,Lisa Davila,F,31
1238,BYU,2018-08-18,2019-03-14,208,Saturday,904403,GDB,38192,499998,431983,0.07638430553722216,11.310824256388772,0.8639694558778235,35-40,M,timothyreese,clarkjeffrey@bennett-daniel.biz,Lisa Davila,F,31
1239,BYU,2019-12-10,2019-12-14,4,Tuesday,864686,GDB,22034,500000,727116,0.044068,32.999727693564495,1.454232,20-40,M,hstuart,shaneadams@wolfe.net,Stacy Rivera,F,66
1240,BYU,2019-06-21,2020-12-06,534,Friday,754581,EUR,44987,500001,246643,0.08997382005235989,5.48253940027119,0.49328501342997316,35-55,M,hstuart,shaneadams@wolfe.net,Stacy Rivera,F,66
1241,AKX,2019-01-01,2020-01-09,373,Tuesday,54313,GDB,62763,500002,14554,0.1255254978980084,0.23188821439383075,0.029107883568465727,20-25,M,hstuart,shaneadams@wolfe.net,Stacy Rivera,F,66
1242,BYU,2018-03-31,2018-12-28,272,Saturday,785359,USD,26178,499997,756885,0.05235631413788483,28.913018565207427,1.5137790826744961,40-50,F,hstuart,shaneadams@wolfe.net,Stacy Rivera,F,66
1243,GRZ,2018-11-23,2019-03-11,108,Friday,38293,GDB,4381,500001,36549,0.008761982476035048,8.342615841132162,0.07309785380429239,20-40,F,hstuart,shaneadams@wolfe.net,Stacy Rivera,F,66
1244,KTR,2019-08-04,2021-04-02,607,Sunday,384162,GDB,57082,500004,150478,0.11416308669530643,2.636172523737781,0.300953592371261,35-40,F,hstuart,shaneadams@wolfe.net,Stacy Rivera,F,66
1245,GRZ,2019-07-02,2020-06-24,358,Tuesday,774131,USD,71129,499999,499359,0.14225828451656902,7.02046985055322,0.9987199974399948,25-45,F,michellehughes,gabrielle26@henderson.net,Megan Reese,F,77
1246,GRZ,2019-05-19,2020-05-14,361,Sunday,501691,USD,49044,500004,89523,0.09808721530227758,1.825360900415953,0.17904456764345886,20-25,F,michellehughes,gabrielle26@henderson.net,Megan Reese,F,77
1247,BYU,2019-04-13,2019-09-06,146,Saturday,823387,USD,68258,500001,206512,0.13651572696854605,3.0254622168830028,0.41302317395365207,25-40,F,michellehughes,gabrielle26@henderson.net,Megan Reese,F,77
1248,KTR,2018-04-14,2019-03-17,337,Saturday,997410,USD,63537,499997,423159,0.12707476244857469,6.660040606260919,0.8463230779384676,30-40,F,ortizkyle,thomasabigail@ruiz.org,Megan Webb,F,86
1249,BYU,2018-05-01,2019-02-10,285,Tuesday,333920,EUR,25594,499999,329399,0.051188102376204754,12.870164882394311,0.6587993175986352,35-60,F,ortizkyle,thomasabigail@ruiz.org,Megan Webb,F,86
